,ITEM_NAME,ID,SCORE
23638,item16,144003169664,3
23639,,144001725349,2
23640,item8,144000001788,4
23641,item44,300000150376,2
23642,item17,300001109865,1
23643,item33,144001522415,2
23644,,145015007294,2
23645,item13,144014815071,1
23646,,300001495941,1
23647,item13,145007583159,2
23648,item14,145002747107,2
23649,item33,300000081501,2
23650,item19,144009174754,1
23651,item33,144000024251,1
23652,item45,144004222007,4
23653,,144015156338,4
23654,,300000168818,2
23655,item36,144013983001,1
23656,,143006805258,3
23657,item54,300000071061,3
23658,item45,145004879052,1
23659,,300000547931,3
23660,,145004825545,2
23661,,144000045817,1
23662,,300000271585,1
23663,item18,144003878525,1
23664,item8,300001524711,1
23665,item42,144000326347,1
23666,item14,300000183273,2
23667,item45,300001696705,1
23668,item14,144011378495,1
23669,,300000021774,4
23670,item8,144002929496,2
23671,item6,145002136418,1
23672,item33,300001025971,3
23673,item45,300000037827,2
23674,item46,145015170094,1
23675,item20,144014060199,1
23676,item13,300000106591,1
23677,item10,144006855554,2
23678,item38,145009174517,1
23679,item31,300000356383,1
23680,item13,144002956009,1
23681,item7,144015151843,1
23682,item12,145003710774,2
23683,item33,145013994938,2
23684,item53,144006859856,1
23685,,300001215227,1
23686,,300002287518,1
23687,item37,145004276408,1
23688,item8,144004418524,2
23689,item8,145003165022,3
23690,item17,145014722026,1
23691,item8,144000003833,1
23692,item3,145008433908,1
23693,item31,300000706403,1
23694,item3,145014798899,1
23695,item6,300000009667,1
23696,item42,144002188696,1
23697,item3,145014359112,2
23698,item42,144002129329,2
23699,item10,144002885582,2
23700,item8,300000108859,1
23701,item18,300000592558,1
23702,item45,300000199630,1
23703,item40,300002366423,1
23704,,300002472663,1
23705,item7,144000003009,1
23706,item2,300000121240,1
23707,item31,300000086009,1
23708,,300001128891,2
23709,item33,145008898281,2
23710,item45,300003001978,1
23711,item34,145003829146,1
23712,item53,300001394006,3
23713,item20,145002261706,3
23714,item39,145006343680,1
23715,item18,145002768767,2
23716,item40,300001459028,1
23717,item34,145010415313,1
23718,,145015066517,2
23719,item7,300002719546,3
23720,item39,300001353828,1
23721,item8,300000213676,4
23722,item33,300000280751,3
23723,item26,300001104887,1
23724,item13,145014073125,2
23725,item14,300001224725,2
23726,item3,145004435117,1
23727,item14,300000270819,2
23728,,145015108076,2
23729,item38,300000894410,1
23730,,300002021733,1
23731,item26,144001724121,1
23732,item27,300000174957,1
23733,item34,300002055461,6
23734,item48,300000010206,1
23735,,300000111868,3
23736,item26,145001580805,2
23737,item33,300002464434,1
23738,item14,300002411280,1
23739,item33,300000016634,3
23740,item42,300000166368,2
23741,,145004106008,2
23742,item20,144004102684,1
23743,item26,144008923326,1
23744,,300001086091,2
23745,item34,300001766164,1
23746,item45,300002985067,1
23747,item45,300000095063,2
23748,item3,144009902299,1
23749,item26,145004232319,1
23750,item45,144000070349,1
23751,item34,300002993303,4
23752,item24,144000059813,1
23753,item16,145003494873,1
23754,item29,144006141178,1
23755,item40,143003391993,1
23756,,144002086714,2
23757,,300001715749,1
23758,,145001680887,2
23759,item3,145002762359,3
23760,item6,144015188425,1
23761,item13,300001335570,1
23762,,145004232301,3
23763,,144000158226,2
23764,item48,300000009405,1
23765,item20,300000020997,1
23766,item53,300001305577,2
23767,item45,300001682625,3
23768,item3,300000018912,2
23769,item33,145014800428,3
23770,item45,144009902324,1
23771,item8,300001131830,2
23772,item18,144014920117,2
23773,,143000089926,1
23774,item18,300001730346,1
23775,item8,300000294343,2
23776,,145010934931,3
23777,item45,300002918783,1
23778,item14,144000004516,2
23779,item39,300000031969,1
23780,,143015264454,3
23781,item45,144014470577,3
23782,item17,144001515729,3
23783,,300000180403,1
23784,item26,133000033891,1
23785,item20,144000009374,1
23786,item8,300001305577,1
23787,item15,144004484618,3
23788,item8,144002086784,1
23789,item2,145014926628,1
23790,item20,144002398015,1
23791,item13,144002350119,1
23792,item13,145004385508,1
23793,item42,300000123448,2
23794,item19,300000038453,1
23795,,145002484660,1
23796,item10,300000867045,1
23797,item13,144014352981,1
23798,item42,300000743811,3
23799,item14,145003840484,4
23800,,300001375186,1
23801,item20,144003777575,2
23802,item14,300001089780,2
23803,,300001143995,1
23804,item42,300001045859,3
23805,,144000017167,2
23806,item6,300001463037,2
23807,item53,145015054331,1
23808,item24,300000172431,2
23809,,300002609005,1
23810,item34,145003811268,1
23811,item6,300001582270,1
23812,,300001278375,2
23813,item3,300002289758,1
23814,item32,300001042536,2
23815,item19,300000070656,3
23816,item27,145006092132,3
23817,item33,300000282245,1
23818,item14,300002430552,1
23819,item18,144014233945,1
23820,item27,144015007829,1
23821,item20,145014912555,1
23822,item53,144001528790,1
23823,item13,144015008685,1
23824,,300000058403,2
23825,,145004683299,1
23826,item43,144004096631,3
23827,item14,145009218848,1
23828,item34,144015913403,1
23829,,144002836681,2
23830,item8,144002396997,3
23831,item19,144000050053,4
23832,item14,144001723906,1
23833,item7,145014394872,2
23834,item37,300002848176,1
23835,item14,145004350681,1
23836,item14,300000397056,1
23837,item13,144015001256,1
23838,item16,144010571323,1
23839,item42,145004730910,3
23840,,144015605037,1
23841,,300002592089,1
23842,,300001287103,1
23843,,145005526025,2
23844,item20,145001670928,2
23845,item27,144003932428,2
23846,item7,300000622935,2
23847,item37,300002719304,1
23848,item45,145003783634,1
23849,item8,144014704586,1
23850,item45,300002014428,3
23851,item45,144006650400,2
23852,,144013973920,4
23853,item3,144002371757,2
23854,item13,145015984283,1
23855,item54,145000535440,1
23856,item12,300001523527,2
23857,item8,144008923466,2
23858,,145015067048,1
23859,item8,300000034115,3
23860,item8,145014061486,2
23861,,300001851928,1
23862,item33,300000835110,1
23863,item26,144014983240,1
23864,item33,300000141105,1
23865,item8,300000137148,1
23866,item42,300000072024,2
23867,item45,300000949098,1
23868,item53,300002412872,2
23869,item27,300002157535,1
23870,item13,144014359395,1
23871,item19,300000227818,1
23872,item8,300002344541,1
23873,,144009902395,1
23874,,300002800600,1
23875,,300002685212,1
23876,item3,141000077677,2
23877,,144000507765,1
23878,item27,300001255915,2
23879,,144013967182,3
23880,,145015150425,3
23881,item14,144014358518,1
23882,item19,144007600039,1
23883,item26,144014469767,1
23884,item25,145003791477,2
23885,item34,300002104873,1
23886,item3,145005737299,1
23887,item17,300001717263,1
23888,item37,300000279220,1
23889,item48,144014474410,1
23890,item13,300000032627,1
23891,item34,145015111769,1
23892,,145000269439,2
23893,item3,144000497332,1
23894,item27,300000121411,1
23895,item26,300001106052,1
23896,item39,300001020109,1
23897,item3,145008416341,2
23898,item14,145007607285,1
23899,item3,145015032575,1
23900,item51,145015559446,2
23901,item45,300000003765,1
23902,item27,145006083159,1
23903,item19,145006860260,3
23904,item53,300001075134,4
23905,item19,144000046779,2
23906,item39,300001376063,1
23907,item48,300000949908,2
23908,item8,300002482135,1
23909,item18,300001295808,1
23910,item14,300001391234,1
23911,item7,145015007828,4
23912,,144002211557,1
23913,item42,145003174323,1
23914,item26,145000296055,1
23915,,145014996717,2
23916,item20,144006852119,1
23917,item6,300001524713,1
23918,item20,154000011972,1
23919,item33,300000581555,2
23920,item42,144003168060,1
23921,item16,144002878141,2
23922,item14,145003942540,1
23923,item14,300002417118,1
23924,item37,300002709362,1
23925,item40,300001022936,1
23926,item31,300000706223,1
23927,item14,300002403145,1
23928,,145014584446,1
23929,item8,300000085273,1
23930,item8,300002308645,1
23931,,300001224738,1
23932,item14,300002258597,1
23933,item45,300002955671,2
23934,item33,144011975058,1
23935,item7,144002538174,2
23936,item20,300000031026,1
23937,item27,300000071854,1
23938,item13,144014113406,1
23939,item53,300000724177,1
23940,item6,300002790616,2
23941,item16,144011980272,1
23942,item27,145011421184,1
23943,item53,300002134097,3
23944,item14,145002729496,1
23945,item34,300000007376,1
23946,item16,300002951035,1
23947,item39,300001110100,4
23948,item2,300002144370,3
23949,item53,300002414170,1
23950,item26,144014807562,2
23951,item45,145015727440,1
23952,item13,171000016898,3
23953,item43,300000070651,2
23954,,300000947054,1
23955,,144014358762,3
23956,item17,300000765080,1
23957,,300001057505,2
23958,item40,145015067113,1
23959,item8,145015788494,2
23960,,300001131835,1
23961,,144009998342,1
23962,item14,300000273695,1
23963,,300001420844,1
23964,item8,145015742910,1
23965,,145013996337,2
23966,item42,144013996287,2
23967,item37,300002800509,1
23968,,144014960430,1
23969,item29,300000732531,1
23970,,145014246299,1
23971,item8,171015623864,1
23972,item45,145014124592,3
23973,item17,145015175232,1
23974,item26,144000031789,1
23975,item8,300000372832,1
23976,item31,300000769950,1
23977,item33,300000202074,1
23978,item26,300000023115,2
23979,item39,145015066594,1
23980,,144006355723,1
23981,item8,145002747234,1
23982,item27,171000016386,3
23983,,145015604530,2
23984,item19,144000011670,1
23985,item8,142004000302,1
23986,item31,145015302724,2
23987,,300000876115,1
23988,,144001583749,1
23989,item27,300000167712,2
23990,item20,144002946411,1
23991,item27,300000581412,1
23992,item31,300000805196,1
23993,item28,142000013392,4
23994,item8,144000012616,1
23995,item19,144014800325,2
23996,item36,300000769581,1
23997,item8,300002274545,1
23998,,300000345069,1
23999,item39,145003176614,1
24000,item16,300000550649,2
24001,item37,300002654227,4
24002,item45,300002710747,2
24003,item6,300000850847,2
24004,item48,145009183839,1
24005,,300001576408,3
24006,item8,179000111390,2
24007,item17,300001781293,1
24008,item12,144000026153,4
24009,item11,144000391935,1
24010,item13,144010625727,1
24011,item7,300001637932,2
24012,item42,135000010920,1
24013,item3,144010627988,1
24014,item8,144011405076,1
24015,item10,300000015594,2
24016,item3,300000029154,1
24017,,300001817426,1
24018,item33,145015146339,1
24019,item17,145015175213,1
24020,,145015277318,1
24021,item8,144014983115,1
24022,item20,145011449772,1
24023,item3,144000015096,1
24024,item19,145004173596,1
24025,item3,145010429128,2
24026,item14,300000302720,1
24027,item25,300002176178,2
24028,item17,300001717141,1
24029,,300002188749,1
24030,item3,300000023161,1
24031,item33,144015175311,2
24032,item33,300002100361,2
24033,item26,300001332689,1
24034,item33,300002493504,1
24035,item40,300000374258,1
24036,,145011969555,1
24037,item6,300000213479,1
24038,item42,144002519799,1
24039,item34,145004017154,1
24040,item15,300000900012,4
24041,item45,144015073326,1
24042,item50,144015935984,1
24043,item33,145006931784,7
24044,item52,145015939305,1
24045,item46,300001271856,1
24046,item14,300002402947,1
24047,item40,300002479545,1
24048,,300002905964,1
24049,item13,300001266409,1
24050,,300001357339,2
24051,item22,300001683144,1
24052,item18,144014348128,1
24053,item45,144014455837,1
24054,,145003401175,1
24055,item45,144013969283,2
24056,,300001097733,1
24057,,144000022223,1
24058,item39,300001386130,1
24059,item26,300001041368,1
24060,item42,144004096270,1
24061,item6,145004072367,3
24062,item26,300000392825,1
24063,item6,144003720336,3
24064,item24,300000627955,2
24065,,300001986841,3
24066,item20,300000023532,2
24067,item19,300000193789,3
24068,item26,300000423998,1
24069,,300000815434,1
24070,,300002259421,1
24071,item38,300000629704,2
24072,item27,144000022102,1
24073,item13,145003992989,1
24074,item39,144000038785,2
24075,,300000014274,1
24076,item43,300002655375,1
24077,item46,300001281511,1
24078,item8,300002413075,1
24079,item26,144000005149,2
24080,,145003171766,2
24081,item8,300001571249,1
24082,item8,300002472431,1
24083,,300000029017,1
24084,item26,300000179684,3
24085,,300000182311,1
24086,item33,300001091461,1
24087,,300001635810,1
24088,,145015149138,3
24089,item7,300001631685,1
24090,item7,300000619567,1
24091,item14,300002398525,1
24092,item6,142002793346,1
24093,item36,144004096487,1
24094,item33,300002494675,1
24095,item40,132014326957,1
24096,item29,300000683549,1
24097,item26,174000013828,1
24098,item45,300000948620,2
24099,item8,145009219364,1
24100,item26,145002352117,1
24101,,144010745538,1
24102,,300000034506,1
24103,item17,300001771390,1
24104,,300002480393,1
24105,item32,145007615275,4
24106,item14,300002499889,1
24107,item19,300000041701,2
24108,item8,145000437225,1
24109,item3,145002550254,2
24110,item52,145015936377,1
24111,item19,145004093633,3
24112,item3,138015616302,1
24113,item26,300001397331,4
24114,,300002266837,1
24115,item31,300000681338,1
24116,item45,144002286430,1
24117,item39,300001368319,3
24118,item39,145008914345,2
24119,item14,145004826387,2
24120,item14,144011430084,1
24121,item3,300002190169,1
24122,item36,300001061982,2
24123,item26,144000202196,1
24124,item45,300002985266,1
24125,,145004762573,1
24126,item42,300000948397,1
24127,item36,300001107788,3
24128,item42,300000022622,1
24129,item16,300002510182,1
24130,item3,300001208242,1
24131,item36,300000518675,2
24132,,300003006506,1
24133,item45,145008748302,1
24134,item40,300000327455,1
24135,item25,145015096253,1
24136,item27,300000652257,2
24137,item3,145002017602,1
24138,item26,144001660893,1
24139,item6,300001850297,1
24140,item3,300002047330,2
24141,item33,145006779560,2
24142,item26,300000246598,1
24143,item42,144014012839,1
24144,item22,300002505516,2
24145,item30,300002000111,1
24146,item19,300002189358,1
24147,item20,154000006221,1
24148,item40,145015669966,1
24149,item37,300002771376,1
24150,item7,144002400263,2
24151,item14,144011378534,1
24152,item13,300000203504,1
24153,item20,145003152013,2
24154,item51,300002860037,2
24155,item3,144000022883,1
24156,item14,174015219802,1
24157,,300000300810,1
24158,item3,145003753409,4
24159,item16,145003172986,1
24160,item3,145006164293,1
24161,,145006778080,2
24162,,144003392858,2
24163,item14,145015737638,1
24164,item37,145002121805,1
24165,item48,157014589283,1
24166,item48,145003876434,1
24167,,145003559041,1
24168,item16,300002932852,1
24169,,300002296731,1
24170,,300002690720,1
24171,item21,144015152888,1
24172,item45,144015587828,2
24173,item20,145000440022,2
24174,item7,145002719023,2
24175,,144001575842,3
24176,,300000012523,5
24177,,144015152463,2
24178,item53,300002128688,2
24179,,300001069156,3
24180,item20,144001576954,1
24181,item39,145002702352,1
24182,item13,144011977756,1
24183,item33,144000317960,2
24184,item33,300002273644,1
24185,item42,144011395619,2
24186,,300002479346,1
24187,item45,300000672443,3
24188,item27,300000827416,2
24189,item36,300001169198,3
24190,item8,144014057834,2
24191,item26,300000055038,1
24192,item45,144015155807,2
24193,item39,145015061760,1
24194,item43,145014013224,3
24195,item36,145004232263,4
24196,item2,300001123920,2
24197,item6,300002865509,1
24198,item29,300000747135,1
24199,,171010520986,4
24200,item8,300000103532,1
24201,item17,300001767592,1
24202,item20,145008379864,1
24203,item10,144000073704,1
24204,item3,144003392961,2
24205,item47,144003692522,1
24206,item19,145006033303,2
24207,,144015214436,2
24208,item52,145013995315,1
24209,item18,144004266707,2
24210,,300000330942,2
24211,,300000147516,1
24212,item16,300000649656,2
24213,,300002410267,1
24214,,144003610532,2
24215,item3,145003172373,4
24216,item33,145003442783,1
24217,item37,300002708668,1
24218,item20,300000023525,1
24219,,144011395741,1
24220,item3,144000054941,2
24221,item26,145001745044,1
24222,item53,144003976816,3
24223,item27,144015585154,1
24224,item37,300002786745,1
24225,item33,142003778802,1
24226,item14,300001592836,1
24227,item17,300000706404,1
24228,item24,300001123920,5
24229,item14,300000313668,1
24230,item7,300000622507,2
24231,item3,300000195945,1
24232,,145003400471,2
24233,item36,144014231798,1
24234,item33,300002005315,1
24235,,145010520883,1
24236,item11,144015698105,1
24237,item6,300001677837,1
24238,item8,144001725075,1
24239,item46,145003142770,2
24240,item33,144004419173,1
24241,item36,300000116857,1
24242,item15,300001197808,1
24243,,145014251713,1
24244,,144008923590,3
24245,item8,300002341964,1
24246,item3,145003772974,1
24247,item13,145007574302,1
24248,,300001790658,4
24249,item33,300000079706,1
24250,item16,300000894272,3
24251,item27,145011423119,3
24252,item37,300002823215,1
24253,item8,300000398823,2
24254,item14,145007609026,1
24255,item45,144000010679,1
24256,item31,300000096148,1
24257,item33,144003193639,1
24258,,144000094545,1
24259,item36,300001196576,1
24260,,300001447244,2
24261,item37,300002846021,1
24262,item8,300000107570,1
24263,item26,144011364355,2
24264,item33,144003168748,1
24265,item30,144010442481,2
24266,,300000245614,1
24267,item52,300002042781,1
24268,,144009998197,1
24269,item45,300002980737,1
24270,item26,300000306705,1
24271,,145003176301,1
24272,item33,300001987126,1
24273,,300000313312,1
24274,item33,145006777769,1
24275,item17,300001702664,1
24276,,300002257027,1
24277,item45,300002911590,1
24278,item14,145003167049,1
24279,,145003497696,1
24280,item3,300002095872,1
24281,item37,300002715696,1
24282,,300000037922,1
24283,item52,300002047241,1
24284,item14,300002276282,2
24285,,144005803176,1
24286,item31,144011413526,2
24287,,300000293631,2
24288,item19,300000009434,1
24289,,145004142275,1
24290,item40,300000300377,3
24291,,300000038072,1
24292,,144015155857,1
24293,item45,145014239530,1
24294,,300001457947,1
24295,item14,142000000228,1
24296,item3,300000026703,1
24297,item17,300000706008,1
24298,item42,144002044943,2
24299,item19,300002218843,2
24300,,300002178189,1
24301,item13,145004396874,1
24302,item36,145008811008,3
24303,item12,144003611693,1
24304,item18,300001138826,1
24305,,144007306960,2
24306,,145015756442,1
24307,item45,300002394240,2
24308,item38,165000016562,1
24309,item33,300001450080,1
24310,item8,300002448933,1
24311,item3,145015109264,1
24312,,300002888564,1
24313,item38,144002221711,2
24314,item14,300002466053,1
24315,item8,300002308551,1
24316,item36,144000061794,1
24317,item53,300000354543,1
24318,item33,145002197786,3
24319,item14,300000943821,1
24320,,300001219810,1
24321,item31,300000045701,2
24322,item26,144002086769,1
24323,,144000037338,2
24324,,145015935447,1
24325,item33,144015066137,1
24326,item45,145015007153,1
24327,item9,144015754428,2
24328,,300001270348,2
24329,item33,300000259161,3
24330,,144001532011,1
24331,,144001928802,1
24332,item12,145003494976,2
24333,item7,300002668850,1
24334,item48,145003789571,1
24335,item13,144002962655,1
24336,,144003168897,2
24337,,300001103124,1
24338,,144015066354,1
24339,,300001392846,1
24340,item18,145010305884,1
24341,item14,145004334097,2
24342,item33,145003835763,1
24343,,144014974919,2
24344,item33,300000697409,1
24345,item3,144006357118,1
24346,item20,145011413892,1
24347,item16,155000003268,1
24348,item24,300000946125,1
24349,item6,145015008599,1
24350,item33,145002866791,1
24351,item33,300002491887,1
24352,item8,144000027775,2
24353,item45,300002784482,1
24354,item26,300000199147,3
24355,item20,141000077677,1
24356,item26,145002728410,1
24357,item8,144002086817,2
24358,item13,144002603173,1
24359,item46,147015843103,1
24360,item33,300000005162,1
24361,item8,145003487094,1
24362,item43,154000009185,1
24363,item39,145013980314,1
24364,,143000045499,1
24365,item50,300000109438,1
24366,item26,300001379985,4
24367,,300001389764,1
24368,item43,300003054991,2
24369,item40,300000379283,1
24370,,144000028220,3
24371,item14,145000473569,2
24372,item45,300000093631,1
24373,,144000021601,2
24374,item16,144014359580,1
24375,item19,145011426033,1
24376,item52,300001808475,1
24377,item8,144000074537,1
24378,item8,144000042944,1
24379,item33,144014470597,3
24380,item25,145015558333,2
24381,item27,300001810832,1
24382,item8,300000398067,1
24383,item20,145015776402,1
24384,,300002489270,1
24385,item45,145002857327,1
24386,item3,144001521809,1
24387,item8,300001304759,1
24388,,145010620367,1
24389,,300001365435,1
24390,item30,300002053384,2
24391,item42,144008897681,1
24392,item4,300000454818,1
24393,item14,300000149057,1
24394,item39,145004097789,1
24395,,144004206164,1
24396,,300000377134,1
24397,item14,145014124343,2
24398,item39,145015155825,1
24399,item14,171000023645,1
24400,item20,144015185594,2
24401,item45,300002044945,1
24402,,300000393616,2
24403,item39,300000006822,1
24404,item18,144015175076,2
24405,item43,174000008099,1
24406,item12,132000054559,1
24407,item53,145015623024,2
24408,,152003629113,1
24409,item26,145001844612,2
24410,,300000113060,3
24411,item41,144002944178,1
24412,,145003194526,2
24413,item45,145014247585,1
24414,item7,300000557914,4
24415,,145002136360,1
24416,item26,144000021963,1
24417,item42,143015158401,3
24418,item19,145006937372,4
24419,item27,145014593326,1
24420,,300001100459,1
24421,item40,145015066732,1
24422,item48,145015194301,1
24423,item3,300000024319,1
24424,item8,300002443222,2
24425,item8,148014593754,1
24426,item44,145003672269,1
24427,item40,300000269371,3
24428,item8,300001271743,2
24429,item45,300000881312,1
24430,item20,153000013803,2
24431,item27,144010659192,1
24432,item8,144015008745,1
24433,,300000719058,1
24434,item18,300001177674,1
24435,item14,300001222524,1
24436,item6,300002790981,2
24437,item22,300001601056,1
24438,item13,145014911806,1
24439,item43,300002911133,1
24440,item33,144015281586,1
24441,item3,300002356735,1
24442,item3,145006034347,1
24443,item33,300002426305,1
24444,item45,144000028423,3
24445,item50,300000117430,1
24446,item14,300001524711,1
24447,item8,300002190192,1
24448,,144006853971,2
24449,item34,300002980819,1
24450,item52,145002862756,1
24451,item45,145003489077,1
24452,item13,144001726464,1
24453,item45,300000104923,3
24454,,145003844842,2
24455,,144015611223,1
24456,item48,300001014872,1
24457,,144000039622,1
24458,item36,144000014415,1
24459,item36,144000289643,1
24460,,145014419855,1
24461,item16,144003611275,1
24462,,144000044702,1
24463,item39,144006135887,1
24464,item36,144000060631,1
24465,,300001094103,2
24466,item14,145015788584,2
24467,item39,145015007055,6
24468,,145015370892,1
24469,item42,145003173541,2
24470,item45,300002885500,1
24471,item3,300000141565,1
24472,item19,144011413281,1
24473,,144002927715,1
24474,item8,300001307460,2
24475,item3,300002358293,1
24476,item39,145010575659,1
24477,item45,300000107416,1
24478,item53,300000025110,1
24479,,145003638407,1
24480,item8,144005793977,3
24481,item26,144003565648,1
24482,item27,144002135321,1
24483,item33,145005698484,1
24484,item26,144002341029,1
24485,,145015540548,1
24486,,300001333840,1
24487,item21,300000015594,2
24488,,300001086174,1
24489,item17,300001697138,1
24490,item34,300002006958,1
24491,item42,145007559949,1
24492,,144000030289,1
24493,item33,300001352618,3
24494,item14,300001389829,1
24495,item14,145014148133,1
24496,item36,300001107937,2
24497,item8,145009216593,1
24498,item42,144012547043,1
24499,,300000014363,2
24500,item3,144003532048,4
24501,item13,144010617174,1
24502,,144014468103,1
24503,item27,300002132310,1
24504,,300000550596,1
24505,,175000060388,1
24506,item34,145011301867,1
24507,item46,300001365465,1
24508,,145015008629,1
24509,item20,145014353717,1
24510,item37,145009997505,1
24511,item42,144002880627,1
24512,item8,300002326914,1
24513,item8,300002356105,1
24514,,300002122910,1
24515,item3,145015109649,1
24516,item45,144015066700,1
24517,item2,145006100608,3
24518,item27,145004254104,1
24519,item44,300000961940,1
24520,,144004091982,1
24521,item33,144000389203,2
24522,,300002303916,1
24523,item8,300000359046,1
24524,item51,145003393373,7
24525,item18,145004362650,2
24526,item45,300002433404,1
24527,,300002894369,1
24528,item27,300000215232,3
24529,item3,144000494325,1
24530,,300000004238,1
24531,item43,300002201538,2
24532,item11,144015748801,1
24533,item34,145004261330,1
24534,item13,144001574078,1
24535,item3,145000280708,1
24536,item8,145002762988,2
24537,,145015559231,1
24538,item18,144002562300,1
24539,,144000039290,1
24540,item26,179000270327,1
24541,item8,300002283455,1
24542,item40,145008416017,1
24543,,300000248407,1
24544,item36,300000011008,1
24545,item20,145004276336,1
24546,item33,300000137146,1
24547,item19,145003975032,1
24548,item14,144015008638,2
24549,item50,145006330656,1
24550,item3,145004187662,2
24551,item3,144000046277,2
24552,item25,145002694337,1
24553,item13,145003770634,1
24554,item8,145004073698,1
24555,item8,144004283236,1
24556,item45,300001986587,1
24557,item37,300000706135,1
24558,item36,300001091373,1
24559,item34,145011387925,1
24560,item20,300000269006,1
24561,item45,300001002118,1
24562,item33,145010575764,6
24563,item20,145011975271,1
24564,item26,144015066905,1
24565,item16,300002645851,1
24566,item44,144000014002,1
24567,item34,145010414496,1
24568,item33,300000835651,3
24569,item26,300000947133,2
24570,item3,300000123340,1
24571,item33,300001388665,4
24572,item14,300002488040,1
24573,item14,145014398802,3
24574,,145002522624,1
24575,item13,145006343086,2
24576,item13,144002570837,2
24577,item36,144004091169,3
24578,item48,300000914505,1
24579,,300001191346,3
24580,item50,144011378447,1
24581,item33,300000002004,1
24582,item27,144006414562,1
24583,item3,145004038072,1
24584,item8,300002444805,1
24585,item42,174000016606,2
24586,,300001851407,1
24587,item45,300002647783,1
24588,item48,145003875423,1
24589,item43,300001095067,2
24590,,144000394131,1
24591,item33,145003491068,1
24592,,300002553990,1
24593,item3,175000013456,1
24594,,300000430299,2
24595,item37,136004247126,1
24596,item53,145015008864,1
24597,item46,300002410882,1
24598,item3,145002303960,1
24599,item18,144004228263,1
24600,,144002010134,2
24601,item8,145015066251,3
24602,item46,145004265437,2
24603,item3,145004287021,1
24604,,300001350549,1
24605,item46,300002226036,1
24606,,300000278978,1
24607,item8,144000076830,1
24608,item45,145015696118,1
24609,,144015744909,1
24610,,145002771366,1
24611,item20,144000394238,2
24612,item22,300001736906,2
24613,item53,145014503896,1
24614,item45,300002931554,1
24615,item20,300001275181,1
24616,item45,300002651419,1
24617,item26,145002748021,2
24618,item46,145013362947,1
24619,item43,144014420025,1
24620,item26,132000054559,4
24621,item39,145008447674,1
24622,item33,145010616335,1
24623,,145010463379,1
24624,,144012545264,1
24625,item39,300000014044,1
24626,,145015151677,2
24627,item24,145006808233,2
24628,item34,300001725683,1
24629,item8,300002274618,2
24630,item20,144015175559,1
24631,item14,145007873928,1
24632,item48,300001015215,1
24633,item52,300002045774,1
24634,item34,144002519844,2
24635,item8,144006851941,1
24636,item26,300000214086,1
24637,item8,300002178908,1
24638,item48,145009213159,1
24639,item3,145011985670,1
24640,item27,144000030613,2
24641,item14,300000204955,3
24642,,145005792108,1
24643,item37,144010629366,1
24644,item33,300002271744,1
24645,item45,300000362784,1
24646,item33,300002127789,1
24647,item38,144014470961,1
24648,item16,300002938406,1
24649,item31,144002393915,2
24650,,144000009658,1
24651,item33,144003089157,1
24652,item18,144006398819,1
24653,item42,144006854496,1
24654,item8,300002488203,1
24655,item14,144015665710,2
24656,item13,145011985610,1
24657,item33,300001356568,3
24658,,300000029735,3
24659,item8,144004092229,1
24660,item20,144003093808,1
24661,item19,300000229641,1
24662,item9,144000200158,1
24663,item26,300000557930,1
24664,item26,145011975142,1
24665,item32,145011444007,1
24666,item3,144002240876,2
24667,,300000267065,3
24668,item33,300001787074,1
24669,item16,144000388092,2
24670,item7,300000619630,1
24671,item45,300001810917,1
24672,item53,145003076560,1
24673,item52,300002836773,1
24674,item16,300002931350,2
24675,item45,145010622462,1
24676,item39,145014417845,1
24677,item42,300000016049,1
24678,item7,300001614149,1
24679,item39,145000138859,1
24680,item6,300002866129,1
24681,item27,144014047726,1
24682,,300000508831,2
24683,item11,300001733003,1
24684,item7,300002693179,2
24685,item5,145015150888,1
24686,item7,144003393169,1
24687,item18,300002189779,2
24688,item34,145004111521,1
24689,,300001455898,1
24690,item18,145002945986,1
24691,item45,300002385822,1
24692,,300002421592,1
24693,item26,144000114070,1
24694,item18,158000021227,2
24695,item52,145003016469,2
24696,item20,144000045230,2
24697,item44,300000815869,2
24698,item14,300000246481,1
24699,item39,300001445978,1
24700,item14,300001387469,2
24701,,300000868480,1
24702,item33,300002392207,1
24703,item7,300000268150,2
24704,item26,144014358762,2
24705,,145008897128,1
24706,item8,300002304125,1
24707,item27,144005912405,1
24708,item37,139015083045,1
24709,item45,143006352638,1
24710,item27,300001045949,1
24711,item13,145015163722,1
24712,item50,300000125072,1
24713,item8,165000011768,1
24714,item17,300001761669,1
24715,item8,300000282502,1
24716,item18,144002371896,1
24717,item27,144004097327,2
24718,item26,144004096487,1
24719,item8,144000020382,1
24720,item45,300000906534,1
24721,item45,300000035648,1
24722,item52,300002046037,1
24723,,134000008914,1
24724,item33,144002415293,1
24725,item33,144014358286,1
24726,item33,145004927469,1
24727,,144002372224,1
24728,item16,300002637352,1
24729,item33,300002435148,1
24730,item8,300000071511,1
24731,,144003171329,1
24732,item20,145000439808,2
24733,item33,300000048601,1
24734,item17,300001702403,1
24735,item37,300001625799,1
24736,item37,300002610318,1
24737,item42,145013364587,1
24738,item13,145002329095,1
24739,item17,300000652617,1
24740,,145004104213,1
24741,item50,300002994012,1
24742,item39,300001378666,1
24743,,300001365163,2
24744,item46,145008745866,2
24745,item46,145003395799,2
24746,,300000684655,1
